Player Name,Club,Nationality,Position,Appearances,Minutes,Goals,Assists,Shots,Shots On Target,Conversion %,Big Chances Missed,Hit Woodwork,Offsides,Touches,Passes,Successful Passes,Passes%,Crosses,Successful Crosses,Crosses %,fThird Passes,Successful fThird Passes,fThird Passes %,Through Balls,Carries,Progressive Carries,Carries Ended with Goal,Carries Ended with Assist,Carries Ended with Shot,Carries Ended with Chance,Possession Won,Dispossessed,Clean Sheets,Clearances,Interceptions,Blocks,Tackles,Ground Duels,gDuels Won,gDuels %,Aerial Duels,aDuels Won,aDuels %,Goals Conceded,xGoT Conceded,Own Goals,Fouls,Yellow Cards,Red Cards,Saves,Saves %,Penalties Saved,Clearances Off Line,Punches,High Claims,Goals Prevented,Goals Per 90,Assists Per 90,Shots Per 90,Shots On Target Per 90,Big Chances Missed Per 90,Touches Per 90,Passes Per 90,Successful Passes Per 90,Crosses Per 90,Successful Crosses Per 90,fThird Passes Per 90,Successful fThird Passes Per 90,Through Balls Per 90,Carries Per 90,Progressive Carries Per 90,Possession Won Per 90,Dispossessed Per 90,Clearances Per 90,Interceptions Per 90,Blocks Per 90,Tackles Per 90,Ground Duels Per 90,gDuels Won Per 90,Aerial Duels Per 90,aDuels Won Per 90,Goals Conceded Per 90
Jurriën Timber,Arsenal,Netherlands,DEF,30,2422,-0.21571398611040443,0.8443296961383447,-0.1579884653849232,3.030825792362196,2.8520167374782917,-0.3044552949027654,-0.503435446259283,0.9184898933662946,1.228741286802855,-0.0860945192256781,-0.2532024986219647,0.508916347503111,-0.33966342460091664,-0.3668622109475217,0.41447792120696514,0.07274104942553092,-0.09407006086700981,0.608099529054466,-0.26857973161141147,-0.3713945213002231,-0.39425674956817625,1.8626738485140997,1.5692554234144855,0.6275089990869395,0.12559467444581193,-0.12185895313385242,0.7252991868151591,1.5894921417658767,0.2518839994418881,-0.2795650545529361,-0.05451413186430224,1.4091096077851215,0.6210131920047854,-0.11367366985955367,-0.06786670115080869,3.1114133571240394,2.141955007109444,0.6104669494320164,-0.20506763667259303,-0.20583463875273084,-0.21212765159852123,-0.9513300215903516,1.5440114778611682,-0.30076400330123915,-0.22376225547110024,-0.2198238274146465,-0.1332185912175843,-0.3081052510416673,-0.16538077621219838,-0.20953522206487576,-0.10792527111095584,0.04,0.11,0.52,1.26,0.04,65.1,16.76,10.92,0.22,0.04,6.06,3.68,0.04,2.9,1.41,1.56,0.89,1.52,0.22,0.15,2.16,5.5,1.37,6.21,2.49,0.0
Kai Havertz,Arsenal,Germany,FWD,23,1874,2.20286477087807,0.8443296961383447,1.5891312037910346,-0.3739072359245011,-0.631529912027083,3.4501752071269505,-0.503435446259283,2.878399983814733,-0.027505359450372524,0.041741543942452344,0.0018798895928616556,0.8912520310813526,-0.33966342460091664,-0.19896598737056145,1.4593294680230653,0.001453845253441269,-0.05178743686760205,0.850209684750112,-0.26857973161141147,-0.14090132444783393,-0.43866668959068766,-0.35282393532700934,-0.42153813856957967,-0.5179560678618547,-0.5983459105649196,0.3384830900905146,0.6614792176606078,1.5894921417658767,0.037003029771274176,0.7162917414313406,0.2118940603768963,-0.29638845303735867,0.4129687487324678,0.31984306491636316,0.7695623338078738,-0.02998844487189928,-0.31941890125080363,0.0988735183067226,-0.20506763667259303,-0.20583463875273084,-0.21212765159852123,1.5774979521566672,0.8163515612507057,-0.30076400330123915,-0.22376225547110024,-0.2198238274146465,-0.1332185912175843,-0.3081052510416673,-0.16538077621219838,-0.20953522206487576,-0.10792527111095584,0.43,0.14,2.55,0.1,0.72,40.2,25.36,20.55,0.29,0.1,7.2,5.04,0.05,5.57,1.63,3.27,1.1,1.54,0.91,0.29,0.77,6.1,2.83,1.44,0.38,0.0
Kieran Tierney,Arsenal,Scotland,DEF,13,252,-0.21571398611040443,-0.5218314052908772,-0.6955637482082948,-0.5867030501924196,-0.631529912027083,-0.3044552949027654,-0.503435446259283,-0.06146515185792483,-0.8979538553241936,-0.8348486034961564,-0.8128608727649419,-1.0443223670334958,-0.5755252589819485,-0.534758434524482,-0.6956768472851413,-0.82109081827067,-0.7917333568572378,-1.0328693039938024,-0.5156203358104511,-0.8445121358919694,-0.8161511797820347,-0.35282393532700934,-0.42153813856957967,-0.5179560678618547,-0.5983459105649196,-0.8654884075732144,-0.806380072894073,-0.7145101005727227,-0.5121372260536281,-0.7391912680841408,-0.5873305163466993,-0.6618523232136044,-0.8452047891525006,-0.8427699965281411,-1.019490604512948,-0.7178866496885282,-0.6531645159437185,-0.9636666847996569,-0.20506763667259303,-0.20583463875273084,-0.21212765159852123,-0.8847819170180616,-1.0027982302754506,-0.30076400330123915,-0.22376225547110024,-0.2198238274146465,-0.1332185912175843,-0.3081052510416673,-0.16538077621219838,-0.20953522206487576,-0.10792527111095584,0.36,0.0,0.71,0.0,0.36,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Leandro Trossard,Arsenal,Belgium,MID,38,2550,1.900542426254511,2.665877831377307,2.440292068261373,-0.3739072359245011,0.1723654686280034,1.8410478491142153,0.5106531587504555,0.9184898933662946,0.7591933600065668,0.7423495784483101,0.6433930599540294,0.8912520310813526,2.0975755306697463,1.8157886955529619,0.6756908079109901,0.7965803533267488,0.7727237311208492,0.9847153268032489,0.22550147678666788,0.4656597199005587,0.6826842959777255,-0.35282393532700934,1.5692554234144855,-0.23158980112465613,1.392490698214592,1.1352289341326884,2.512258323142597,0.9312057868119911,-0.3927589095699537,1.1759179549625451,0.47830225261809484,0.3127179972563843,0.8092438787749775,0.9110022487017043,0.9979520706147874,0.6349798197841754,0.8069725483377841,1.3581804256920609,-0.20506763667259303,-0.20583463875273084,-0.21212765159852123,0.8454688018614774,-0.2751383136649881,2.949800801608307,-0.22376225547110024,-0.2198238274146465,-0.1332185912175843,-0.3081052510416673,-0.16538077621219838,-0.20953522206487576,-0.10792527111095584,0.28,0.25,2.54,0.07,0.32,49.76,33.53,27.0,2.4,0.49,10.41,7.84,0.11,7.62,4.76,3.99,1.84,0.49,0.88,0.28,1.09,5.89,3.14,2.08,1.24,0.0
Martin Ødegaard,Arsenal,Norway,MID,30,2328,0.38893070313671424,3.121264865187048,1.4099394428499106,0.6900718354150918,1.1102434127256042,0.5001083841036023,1.524741763760194,-0.3064539131639797,1.2822862258234844,2.283023170916168,2.5032101740278008,1.1780037937650338,-0.5755252589819485,-0.534758434524482,-0.6956768472851413,3.132607197735225,3.7113660990796884,1.361331124552032,3.1899887271751437,2.6432138691112885,2.059392436675579,0.7549249565935451,0.5738586424224529,0.34114273234974096,1.573475844467275,1.1529343973336255,1.7464186932879806,0.9312057868119911,-0.6076398792405676,1.0993135860406777,-0.5873305163466993,-0.17456716297861005,1.2748671565749263,1.4627508202346893,1.0740819828837587,-0.28221778663799657,-0.2359824975775749,1.1220603805573102,-0.20506763667259303,-0.20583463875273084,-0.21212765159852123,-0.15275276672287202,0.45252160294547444,-0.30076400330123915,-0.22376225547110024,-0.2198238274146465,-0.1332185912175843,-0.3081052510416673,-0.16538077621219838,-0.20953522206487576,-0.10792527111095584,0.12,0.31,1.89,0.46,0.15,69.24,72.6,67.35,0.0,0.0,27.87,24.7,0.58,22.23,10.01,4.41,1.55,0.19,0.93,0.0,0.73,8.27,4.52,0.73,0.39,0.0
Mikel Merino,Arsenal,Spain,MID,28,1581,1.5982200816309517,0.3889426623286041,0.91716210026182,0.15808229974529533,0.1723654686280034,1.5728599561120926,1.524741763760194,1.1634786546723495,-0.015148835060996513,1.4363167785038755,1.2087622338331596,0.8195640904104323,2.412057976511122,2.6552698134377635,0.9369036946150152,2.6664985550715614,2.3512750270987386,0.850209684750112,6.15447597756362,1.696978639927796,1.8373427365630222,-0.35282393532700934,2.564652204406518,0.19795959898114165,2.1164312832253236,2.303789505394543,0.9167590942788131,0.2729194318581056,-0.17787793989933975,1.32912669280628,-0.1877182279849015,0.9218244475501273,2.2259274686769497,2.310078983660345,0.9598871144803018,0.19931095673364368,-0.15254609390434615,0.21693354087409797,-0.20506763667259303,-0.20583463875273084,-0.21212765159852123,1.777142265873537,-0.2751383136649881,2.949800801608307,-0.22376225547110024,-0.2198238274146465,-0.1332185912175843,-0.3081052510416673,-0.16538077621219838,-0.20953522206487576,-0.10792527111095584,0.4,0.11,2.16,0.4,0.46,48.16,77.87,60.46,4.33,1.08,36.2,25.39,1.54,23.85,13.61,10.19,1.54,1.31,1.54,0.17,2.62,17.65,9.11,2.28,0.68,0.0
Myles Lewis-Skelly,Arsenal,England,DEF,23,1370,-0.21571398611040443,-0.5218314052908772,-0.6507658079730139,0.051684392611336054,0.9762608492830898,-0.572643187904888,-0.503435446259283,-0.5514426744700346,0.14685892915526672,2.4208204857597373,2.409933778337305,1.010731932199553,-0.26104281314057265,-0.19896598737056145,0.9369036946150152,0.7581949356956237,0.406274323125982,0.5542972722332112,0.22550147678666788,1.939603057667153,2.148212316720602,-0.35282393532700934,-0.42153813856957967,-0.3747729344932554,-0.23637561805955382,2.0027966309786107,-0.23200035050311096,0.2729194318581056,-0.15400227660260488,1.8653572752593521,7.005302962527459,-0.052745872919861464,0.4327825052345933,0.6351279629352118,1.188276851287215,3.615872040656234,4.311301502613391,1.5155937891152285,-0.20506763667259303,-0.20583463875273084,-0.21212765159852123,-0.219300871295162,0.08869164464024318,6.200365606517854,-0.22376225547110024,-0.2198238274146465,-0.1332185912175843,-0.3081052510416673,-0.16538077621219838,-0.20953522206487576,-0.10792527111095584,0.07,0.0,0.2,0.39,0.0,63.33,128.82,111.22,0.53,0.13,18.92,11.17,0.2,30.15,17.54,10.64,0.59,1.58,2.23,3.74,1.45,8.47,4.93,12.42,7.82,0.0
Nathan Butler-Oyedeji,Arsenal,England,FWD,1,6,-0.5180363307339637,-0.5218314052908772,-0.7403616884435757,-0.5867030501924196,-0.631529912027083,-0.572643187904888,-0.503435446259283,-0.5514426744700346,-1.1752891805079664,-0.8348486034961564,-0.8128608727649419,-1.0443223670334958,-0.5755252589819485,-0.534758434524482,-0.6956768472851413,-0.82109081827067,-0.7917333568572378,-1.0328693039938024,-0.5156203358104511,-0.8445121358919694,-0.8161511797820347,-0.35282393532700934,-0.42153813856957967,-0.5179560678618547,-0.5983459105649196,-0.8654884075732144,-0.806380072894073,-0.7145101005727227,-0.727018195724242,-0.7391912680841408,-0.5873305163466993,-0.9461020000173511,-0.8452047891525006,-0.8427699965281411,-1.019490604512948,-0.7178866496885282,-0.6531645159437185,-0.9636666847996569,-0.20506763667259303,-0.20583463875273084,-0.21212765159852123,-0.9513300215903516,-1.0027982302754506,-0.30076400330123915,-0.22376225547110024,-0.2198238274146465,-0.1332185912175843,-0.3081052510416673,-0.16538077621219838,-0.20953522206487576,-0.10792527111095584,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neto,Arsenal,Brazil,GKP,2,180,-0.5180363307339637,-0.5218314052908772,-0.7851596286788567,-0.5867030501924196,-0.631529912027083,-0.572643187904888,-0.503435446259283,-0.5514426744700346,-1.0668263553123325,-0.8348486034961564,-0.8128608727649419,-1.0443223670334958,-0.5755252589819485,-0.534758434524482,-0.6956768472851413,-0.82109081827067,-0.7917333568572378,-1.0328693039938024,-0.5156203358104511,-0.8445121358919694,-0.8161511797820347,-0.35282393532700934,-0.42153813856957967,-0.5179560678618547,-0.5983459105649196,-0.8654884075732144,-0.806380072894073,-0.7145101005727227,-0.6553912058340373,-0.7391912680841408,-0.5873305163466993,-0.9461020000173511,-0.8452047891525006,-0.8427699965281411,-1.019490604512948,-0.7178866496885282,-0.6531645159437185,-0.9636666847996569,-0.20506763667259303,-0.20583463875273084,-0.21212765159852123,-0.9513300215903516,-1.0027982302754506,-0.30076400330123915,0.3676435860519189,-0.2198238274146465,-0.1332185912175843,-0.3081052510416673,0.5414176742155999,0.11177117575356946,-0.10792527111095584,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oleksandr Zinchenko,Arsenal,Ukraine,DEF,15,522,-0.5180363307339637,-0.5218314052908772,-0.33718022632604705,-0.5867030501924196,-0.631529912027083,-0.572643187904888,-0.503435446259283,-0.3064539131639797,-0.4750861317766591,-0.8348486034961564,-0.8128608727649419,-1.0443223670334958,-0.5755252589819485,-0.534758434524482,-0.6956768472851413,-0.82109081827067,-0.7917333568572378,-1.0328693039938024,-0.5156203358104511,-0.8445121358919694,-0.8161511797820347,-0.35282393532700934,-0.42153813856957967,-0.5179560678618547,-0.5983459105649196,-0.8654884075732144,-0.5511001962758677,-0.3853669230957799,-0.5121372260536281,-0.7391912680841408,-0.5873305163466993,-0.7024594198998539,-0.8452047891525006,-0.8427699965281411,-1.019490604512948,-0.7178866496885282,-0.6531645159437185,-0.9636666847996569,-0.20506763667259303,-0.20583463875273084,-0.21212765159852123,-0.4189451850120319,-0.6389682719702193,-0.30076400330123915,-0.22376225547110024,-0.2198238274146465,-0.1332185912175843,-0.3081052510416673,-0.16538077621219838,-0.20953522206487576,-0.10792527111095584,0.0,0.0,1.72,0.0,0.0,88.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,1.55,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0
