Player Name,Club,Goals_Percentile,Shots_Percentile,Shots_On_Target_Percentile,Conversion_Percentile,Attacking_Percentile
João Pedro,Brighton & Hove Albion,96.19047619047619,80.95238095238095,64.76190476190476,80.15873015873017,80.52
Iliman Ndiaye,Everton,94.12698412698413,73.65079365079366,71.26984126984127,82.53968253968253,80.4
Matheus Cunha,Wolverhampton Wanderers,97.61904761904762,99.04761904761905,61.904761904761905,61.111111111111114,79.92
Mohammed Kudus,West Ham United,81.42857142857143,94.92063492063491,57.61904761904761,85.23809523809524,79.8
Gabriel Martinelli,Arsenal,91.26984126984127,86.34920634920636,82.22222222222221,58.25396825396826,79.52
Dominic Calvert-Lewin,Everton,71.26984126984127,83.01587301587303,94.28571428571428,68.88888888888889,79.37
Jacob Murphy,Newcastle United,91.26984126984127,78.0952380952381,61.904761904761905,85.23809523809524,79.13
Son Heung-Min,Tottenham Hotspur,88.25396825396825,87.93650793650794,71.26984126984127,68.88888888888889,79.09
Declan Rice,Arsenal,77.46031746031747,81.58730158730158,88.4126984126984,68.88888888888889,79.09
Alexis Mac Allister,Liverpool,81.42857142857143,74.44444444444444,87.3015873015873,71.42857142857143,78.65
Amad Diallo,Manchester United,91.26984126984127,80.95238095238095,67.61904761904762,73.17460317460316,78.25
Marcus Tavernier,Bournemouth,71.26984126984127,87.93650793650794,64.76190476190476,88.25396825396825,78.06
Anthony Elanga,Nottingham Forest,84.92063492063492,78.88888888888889,89.20634920634922,58.25396825396826,77.82
Joshua Zirkzee,Manchester United,71.26984126984127,64.60317460317461,92.06349206349206,82.53968253968253,77.62
Carlos Baleba,Brighton & Hove Albion,71.26984126984127,78.88888888888889,77.14285714285715,82.53968253968253,77.46
Bernardo Silva,Manchester City,77.46031746031747,68.57142857142857,93.17460317460318,70.15873015873015,77.34
Callum Hudson-Odoi,Nottingham Forest,81.42857142857143,73.65079365079366,61.904761904761905,91.74603174603175,77.18
Bukayo Saka,Arsenal,84.92063492063492,92.22222222222223,52.539682539682545,78.88888888888889,77.14
Youri Tielemans,Aston Villa,71.26984126984127,76.98412698412699,67.61904761904762,91.74603174603175,76.9
Omari Hutchinson,Ipswich Town,71.26984126984127,79.84126984126985,67.61904761904762,88.25396825396825,76.75
Mateus Fernandes,Southampton,62.53968253968254,77.46031746031747,99.36507936507937,67.3015873015873,76.67
Adama Traoré,Fulham,62.53968253968254,75.55555555555556,82.22222222222221,85.23809523809524,76.39
Christian Nørgaard,Brentford,81.42857142857143,75.55555555555556,82.22222222222221,63.49206349206349,75.67
Martin Ødegaard,Arsenal,71.26984126984127,82.22222222222221,82.22222222222221,65.39682539682539,75.28
